City,District,Category,Kind,School Name
KONYA,KARATAY,Secondary School,Ortaokul,Ayşe Hüseyin Özkan İmam Hatip Ortaokulu
NEVŞEHİR,MERKEZ,Secondary School,İmam Hatip Ortaokulu,GAZİ OSMAN PAŞA İMAM HATİP ORTAOKULU
BAYBURT,MERKEZ,Secondary School,Ortaokul,Adabaşı İmam Hatip Ortaokulu
SAKARYA,HENDEK,Secondary School,Ortaokul,Şehit Ahmet Özsoy İmam Hatip Ortaokulu
İSTANBUL,PENDİK,Secondary School,Ortaokul,Süleyman Yazıcı İmam Hatip Ortaokulu
KARAMAN,SARIVELİLER,High School,İmam Hatip Lisesi,Sarıveliler Mustafa Barcın Anadolu İmam Hatip Lisesi
ŞANLIURFA,HİLVAN,Secondary School,Ortaokul,Çimdeli İmam Hatip Ortaokulu
SİVAS,MERKEZ,Secondary School,Ortaokul,Şehit Onbaşı Ramazan Nayır İmam Hatip Ortaokulu
MARDİN,MİDYAT,Secondary School,Ortaokul,Sivrice İmam Hatip Ortaokulu
KARS,ARPAÇAY,Secondary School,Ortaokul,Kuyucuk İmam Hatip Ortaokulu
KARAMAN,SARIVELİLER,Secondary School,Ortaokul,Dumlugöze İmam Hatip Ortaokulu
KAYSERİ,KOCASİNAN,Secondary School,İmam Hatip Ortaokulu,ERKİLET GENERAL EMİR İMAM HATİP ORTAOKULU
KARAMAN,MERKEZ,Secondary School,Ortaokul,Kemal Reis İmam Hatip Ortaokulu
BAYBURT,MERKEZ,Secondary School,Ortaokul,Bayburt İmam Hatip Ortaokulu
BURDUR,MERKEZ,Secondary School,Ortaokul,Şehit Hikmet Zengin İmam Hatip Ortaokulu
GÜMÜŞHANE,KELKİT,Secondary School,Ortaokul,Deredolu İmam Hatip Ortaokulu
IĞDIR,ARALIK,Secondary School,Ortaokul,Aralık Hasanhan 8 Eylül Şehitleri İmam Hatip Ortaokulu
KAHRAMANMARAŞ,NURHAK,Secondary School,Ortaokul,15 Temmuz Şehitleri İmam Hatip Ortaokulu
ANKARA,KEÇİÖREN,High School,İmam Hatip Lisesi,Prof.Dr.Necmettin Erbakan Anadolu İmam Hatip Lisesi
BİTLİS,TATVAN,Secondary School,Ortaokul,Tatvan Prof. Dr. Necmettin Erbakan İmam Hatip Ortaokulu
KASTAMONU,MERKEZ,Primary School,İlkokul,Şehit Erkan Kendirci İlkokulu
IĞDIR,MERKEZ,Secondary School,Ortaokul,Şehit Başkomiser Mehmet Parlak İmam Hatip Ortaokulu
ANTALYA,KEPEZ,Secondary School,Ortaokul,Yunus Emre İmam Hatip Ortaokulu
DİYARBAKIR,ERGANİ,Secondary School,Ortaokul,Şehit Askeri Çoban İmam Hatip Ortaokulu
KONYA,KULU,Secondary School,Ortaokul,Canımana Akşemseddin İmam Hatip Ortaokulu
KARAMAN,MERKEZ,Secondary School,Ortaokul,Karaman Hafız İmam Hatip Ortaokulu
ZONGULDAK,MERKEZ,Secondary School,Ortaokul,Karaman İmam Hatip Ortaokulu
ŞANLIURFA,SİVEREK,Secondary School,Ortaokul,Bağlık İmam Hatip Ortaokulu
MARDİN,MİDYAT,Primary School,İlkokul,Selahaddin Eyyübi İlkokulu
MARDİN,MİDYAT,Secondary School,Ortaokul,Selahaddin Eyyübi Ortaokulu
ŞANLIURFA,SİVEREK,Secondary School,Ortaokul,Güvenli İsmail Hakkı Bucak İmam Hatip Ortaokulu
GİRESUN,MERKEZ,Secondary School,Ortaokul,Sayca İmam Hatip Ortaokulu
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Tunalı İmam Hatip Ortaokulu
ŞANLIURFA,AKÇAKALE,Secondary School,Ortaokul,İbni Haldun İmam Hatip Ortaokulu
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Şanlıavşar Hacı Avcı İmam Hatip Ortaokulu
KASTAMONU,MERKEZ,Secondary School,Ortaokul,Mescit İmam Hatip Ortaokulu
İSTANBUL,ÜSKÜDAR,High School,İmam Hatip Lisesi,Ayşe Hümeyra Ökten Kız Anadolu İmam Hatip Lisesi
ELAZIĞ,MERKEZ,Secondary School,Ortaokul,Şehit Fatih Ercan İmam Hatip Ortaokulu
SİİRT,BAYKAN,High School,İmam Hatip Lisesi,Baykan Kız Anadolu İmam Hatip Lisesi
BURSA,İNEGÖL,Secondary School,Ortaokul,Ertuğrulgazi İmam Hatip Ortaokulu
BALIKESİR,EDREMİT,Primary School,İlkokul,Nihat Tansoy İlkokulu
İSTANBUL,KAĞITHANE,Secondary School,Ortaokul,Şehit Mehmet Ali Kılıç İmam Hatip Ortaokulu
ŞANLIURFA,KARAKÖPRÜ,Primary School,İlkokul,15 Temmuz Şehitleri İlkokulu
ŞANLIURFA,HARRAN,Secondary School,Ortaokul,Sugeldi İmam Hatip Ortaokulu
HATAY,ALTINÖZÜ,Secondary School,Ortaokul,Toprakhisar İmam Hatip Ortaokulu
UŞAK,MERKEZ,High School,İmam Hatip Lisesi,Uşak Kız Anadolu İmam Hatip Lisesi
ANTALYA,AKSU,Secondary School,Ortaokul,Pınarlı Cumhuriyet İmam Hatip Ortaokulu
KAYSERİ,YEŞİLHİSAR,High School,Mesleki ve Teknik Anadolu Lisesi,Yeşilhisar Mesleki ve Teknik Anadolu Lisesi
BATMAN,MERKEZ,Primary School,İlkokul,İstiklal İlkokulu
NİĞDE,MERKEZ,Secondary School,Ortaokul,Karaatlı Fatma Cuma Ali Yılmaz İmam Hatip Ortaokulu
BİTLİS,MUTKİ,Primary School,İlkokul,Göztepe Köyü İlkokulu
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Sığırcık İmam Hatip Ortaokulu
MUŞ,BULANIK,Secondary School,Ortaokul,Bulanık İmam Hatip ortaokulu
AFYONKARAHİSAR,EVCİLER,Secondary School,Ortaokul,Evciler İmam Hatip Ortaokulu
GÜMÜŞHANE,MERKEZ,Secondary School,Ortaokul,Mehmet Akif Ersoy İmam Hatip Ortaokulu
ŞANLIURFA,BİRECİK,Secondary School,Ortaokul,Birecik İmam Hatip Ortaokulu
DENİZLİ,ÇAL,High School,Mesleki ve Teknik Anadolu Lisesi,Çal Mesleki ve Teknik Anadolu Lisesi
SAKARYA,ERENLER,High School,İmam Hatip Lisesi,Halit Evin Kız Anadolu İmam Hatip Lisesi
MARDİN,MİDYAT,Secondary School,Ortaokul,Kayalıpınar İmam Hatip Ortaokulu
KONYA,SELÇUKLU,Secondary School,Ortaokul,Erenköy Zeki Altındağ İmam Hatip Ortaokulu
ANTALYA,AKSU,Secondary School,Ortaokul,Kocabelen İmam Hatip Ortaokulu
NİĞDE,MERKEZ,Secondary School,Ortaokul,Melikşah İmam Hatip Ortaokulu
KONYA,KULU,High School,Mesleki ve Teknik Anadolu Lisesi,Kulu Mesleki ve Teknik Anadolu Lisesi
KONYA,ÇUMRA,Secondary School,Ortaokul,Apa İmam Hatip Ortaokulu
ŞANLIURFA,VİRANŞEHİR,Secondary School,Ortaokul,Toklu İmam Hatip Ortaokulu
AFYONKARAHİSAR,MERKEZ,Secondary School,İmam Hatip Ortaokulu,NURİBEY İMAM HATİP ORTAOKULU
KOCAELİ,BAŞİSKELE,Secondary School,Ortaokul,Kullar İmam Hatip Ortaokulu
İSTANBUL,BEYKOZ,Secondary School,İmam Hatip Ortaokulu,75. YIL CUMHURİYET İMAM HATİP ORTAOKULU
HAKKARİ,YÜKSEKOVA,Primary School,İlkokul,Köprücük Köyü İlkokulu
ŞANLIURFA,AKÇAKALE,Secondary School,Ortaokul,Yıldırım Beyazıt İmam Hatip Ortaokulu
ANKARA,ELMADAĞ,Secondary School,Ortaokul,Şehit Ersin Utlu Ortaokulu
AKSARAY,AĞAÇÖREN,Secondary School,Ortaokul,Camili Ortaokulu
İSTANBUL,ÜSKÜDAR,High School,Lise,Araştırma Geliştirme Eğitim ve Uygulama Merkezi Lisesi
BAYBURT,MERKEZ,Secondary School,Ortaokul,Mehmet Akif Ersoy İmam Hatip Ortaokulu
AFYONKARAHİSAR,SANDIKLI,Secondary School,Ortaokul,Akharım Şehit Bülent Erdoğan İmam Hatip Ortaokulu
ŞANLIURFA,HARRAN,Secondary School,Ortaokul,Yenidoğan İmam Hatip Ortaokulu
MARDİN,MİDYAT,Secondary School,Ortaokul,Şenköy 75. Yıl Cumhuriyet İmam Hatip Ortaokulu
MARDİN,MİDYAT,Secondary School,Ortaokul,Toptepe İmam Hatip Ortaokulu
AKSARAY,AĞAÇÖREN,Primary School,İlkokul,Camili Şehit Rasim Bozkurt İlkokulu
KAHRAMANMARAŞ,DULKADİROĞLU,Primary School,İlkokul,Bulanık İlkokulu
İSTANBUL,GAZİOSMANPAŞA,Secondary School,İmam Hatip Ortaokulu,DUMLUPINAR İMAM HATİP ORTAOKULU
İSTANBUL,BAHÇELİEVLER,Primary School,İlkokul,Emlak Konut İlkokulu
ÇORUM,BAYAT,Secondary School,Ortaokul,Şehit Mustafa Uslu İmam Hatip Ortaokulu
ELAZIĞ,ALACAKAYA,Secondary School,İmam Hatip Ortaokulu,ALACAKAYA İMAM HATİP ORTAOKULU
ŞANLIURFA,AKÇAKALE,Secondary School,Ortaokul,Ömer Hayyam İmam Hatip Ortaokulu
MUŞ,MERKEZ,Secondary School,Ortaokul,Bostankent İmam Hatip Ortaokulu
SİİRT,TİLLO,Secondary School,Ortaokul,İsmail Fakirullah İmam Hatip Ortaokulu
HATAY,DEFNE,High School,Anadolu Lisesi,Nezahat Güven Anadolu Lisesi
BİLECİK,İNHİSAR,Secondary School,Ortaokul,Abdullah Mihalgazi İmam Hatip Ortaokulu
SAMSUN,VEZİRKÖPRÜ,Primary School,İlkokul,Belalan İlkokulu
ŞANLIURFA,BİRECİK,Secondary School,Ortaokul,Yavuz Sultan Selim İmam Hatip Ortaokulu
KİLİS,MERKEZ,Secondary School,Ortaokul,Şehit Sakıp İmam Hatip Ortaokulu
İSTANBUL,ARNAVUTKÖY,Secondary School,Ortaokul,Yunus Emre İmam Hatip Ortaokulu
ERZURUM,KARAYAZI,Secondary School,Ortaokul,Çavuş İmam Hatip Ortaokulu
ERZURUM,KARAÇOBAN,Secondary School,Ortaokul,Kopal İmam Hatip Ortaokulu
ERZURUM,KARAÇOBAN,Secondary School,Ortaokul,Ahmedi Hani İmam Hatip Ortaokulu
KONYA,KULU,Secondary School,Ortaokul,Tavşançalı Atatürk İmam Hatip Ortaokulu
BURSA,OSMANGAZİ,Secondary School,Ortaokul,Doğanbey Semiha Acar İmam Hatip Ortaokulu
TEKİRDAĞ,MALKARA,Secondary School,Ortaokul,Büyükşehir Belediyesi Orhan Öztrak Ortaokulu
ARTVİN,MERKEZ,Secondary School,Ortaokul,Ortaköy İmam Hatip Ortaokulu
KONYA,EMİRGAZİ,Secondary School,Ortaokul,Işıklar Atatürk İmam Hatip Ortaokulu
ŞANLIURFA,KARAKÖPRÜ,Primary School,Türk İlkokulu,Şehit Muhammed Fatih Safitürk İlkokulu
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Dutluca İmam Hatip Ortaokulu
MALATYA,DARENDE,Secondary School,Ortaokul,Balaban İmam Hatip Ortaokulu
ŞANLIURFA,HALİLİYE,Primary School,İlkokul,Yeşilköy Seydi Gürkan İlkokulu
DÜZCE,MERKEZ,Secondary School,Ortaokul,Aydınpınar İmam Hatip Ortaokulu
MARDİN,MAZIDAĞI,Secondary School,Ortaokul,Şenyuva İmam Hatip Ortaokulu
KÜTAHYA,SİMAV,High School,İmam Hatip Lisesi,Simav Kız Anadolu İmam Hatip Lisesi
DİYARBAKIR,BİSMİL,Secondary School,Ortaokul,Fatıma Zehra İmam Hatip Ortaokulu
KONYA,DOĞANHİSAR,High School,İmam Hatip Lisesi,Ahmet Rasih Uslu Anadolu İmam Hatip Lisesi
ANKARA,SİNCAN,Primary School,İlkokul,Yavuz Sultan Selim İlkokulu
BATMAN,SASON,Primary School,İlkokul,Kaşyayla İlkokulu
ANTALYA,KORKUTELİ,Secondary School,Ortaokul,Erkunt Traktör İmam Hatip Ortaokulu
BOLU,GÖYNÜK,Secondary School,Ortaokul,Göynük İmam Hatip Ortaokulu
İZMİR,KARABAĞLAR,Secondary School,Ortaokul,Şehit Yahya Efiloğlu İmam Hatip Ortaokulu
İSTANBUL,BAŞAKŞEHİR,High School,İmam Hatip Lisesi,İBB Yavuz Sultan Selim Anadolu İmam Hatip Lisesi
İZMİR,BAYRAKLI,High School,İmam Hatip Lisesi,Şehit Eren Bülbül Anadolu İmam Hatip Lisesi
KASTAMONU,ARAÇ,Secondary School,İmam Hatip Ortaokulu,İĞDİR İMAM HATİP ORTAOKULU
ANTALYA,KAŞ,Secondary School,Ortaokul,Gömbe İmam Hatip Ortaokulu
MUŞ,VARTO,Secondary School,Ortaokul,Karameşe İmam Hatip Ortaokulu
KONYA,KULU,Secondary School,Ortaokul,Kozanlı Birol Polat İmam Hatip Ortaokulu
MUŞ,VARTO,Secondary School,Ortaokul,Çayçatı İmam Hatip Ortaokulu
BATMAN,SASON,Primary School,İlkokul,Aşağı Tekevler İlkokulu
İSTANBUL,GAZİOSMANPAŞA,Secondary School,Ortaokul,Gazikent İmam Hatip Ortaokulu
DÜZCE,MERKEZ,Secondary School,Ortaokul,Konuralp İmam Hatip Ortaokulu
ERZİNCAN,ÇAYIRLI,Secondary School,Ortaokul,Yazıkaya İmam Hatip Ortaokulu
MUŞ,VARTO,Secondary School,Ortaokul,Hamurpet İmam Hatip Ortaokulu
MUŞ,MERKEZ,Secondary School,Ortaokul,İlyas Sami İmam Hatip Ortaokulu
ŞANLIURFA,HARRAN,Secondary School,Ortaokul,Damlasu İmam Hatip Ortaokulu
HATAY,KIRIKHAN,Secondary School,Ortaokul,Beyazid-i Bestami İmam Hatip Ortaokulu
MUŞ,VARTO,Secondary School,Ortaokul,Sazlıca İmam Hatip Ortaokulu
MARDİN,MİDYAT,Secondary School,Ortaokul,Vali Kemal Nehrozoğlu İmam Hatip Ortaokulu
MARDİN,MİDYAT,Secondary School,Ortaokul,Mehmetçik İmam Hatip Ortaokulu
KARS,MERKEZ,Secondary School,İmam Hatip Ortaokulu,ÇERME İMAM HATİP ORTAOKULU
AMASYA,GÜMÜŞHACIKÖY,Secondary School,Ortaokul,Kızılca İmam Hatip Ortaokulu
ŞANLIURFA,HARRAN,Secondary School,Ortaokul,Kılıçlı İmam Hatip Ortaokulu
MARDİN,YEŞİLLİ,High School,İmam Hatip Lisesi,Yeşilli Bahçebaşı Anadolu İmam Hatip Lisesi
KONYA,AKŞEHİR,High School,İmam Hatip Lisesi,Akşehir Kız Anadolu İmam Hatip Lisesi
MARDİN,MİDYAT,Secondary School,Ortaokul,Yayvantepe İmam Hatip Ortaokulu
ŞANLIURFA,VİRANŞEHİR,Secondary School,Ortaokul,Kucak İmam Hatip Ortaokulu
MARDİN,NUSAYBİN,Secondary School,Ortaokul,Akarsu İmam Hatip Ortaokulu
ŞANLIURFA,SURUÇ,Secondary School,Ortaokul,Katip Çelebi İmam Hatip Ortaokulu
IĞDIR,MERKEZ,Secondary School,İmam Hatip Ortaokulu,SUVEREN  İMAM HATİP ORTAOKULU
ŞANLIURFA,AKÇAKALE,Secondary School,Ortaokul,İbn-i Rüşd Borsa İstanbul İmam Hatip Ortaokulu
ANTALYA,MANAVGAT,High School,İmam Hatip Lisesi,Ertuğrul Gazi Anadolu İmam Hatip Lisesi
BURSA,OSMANGAZİ,Secondary School,Ortaokul,Yunuseli Hacı Naciye Kanalıcı İmam Hatip Ortaokulu
MUŞ,MALAZGİRT,Secondary School,Ortaokul,Nurettin İmam Hatip Ortaokulu
MUŞ,VARTO,Secondary School,İmam Hatip Ortaokulu,KAYNARCA İMAM HATİP ORTAOKULU
MARDİN,ARTUKLU,Secondary School,Ortaokul,Kumlu İmam Hatip Ortaokulu
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Kabacık İmam Hatip Ortaokulu
MARDİN,DARGEÇİT,Secondary School,Ortaokul,Karabayır İmam Hatip Ortaokulu
MARDİN,MAZIDAĞI,Secondary School,İmam Hatip Ortaokulu,EVCİLER İMAM HATİP ORTAOKULU
ŞANLIURFA,HARRAN,Secondary School,Ortaokul,Balkat İmam Hatip Ortaokulu
KARS,KAĞIZMAN,Secondary School,Ortaokul,Çayarası İmam Hatip Ortaokulu
BİNGÖL,MERKEZ,Secondary School,İmam Hatip Ortaokulu,İÇMELER MEHMET AKİF İNAN İMAM HATİP ORTAOKULU
MARDİN,DERİK,Secondary School,Ortaokul,Subaşı İmam Hatip Ortaokulu
MARDİN,DARGEÇİT,Secondary School,Ortaokul,Kılavuz İmam Hatip Ortaokulu
ÇORUM,MERKEZ,High School,İmam Hatip Lisesi,Şehit Mustafa Solak Anadolu İmam Hatip Lisesi
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Yukarı Demircik İmam Hatip Ortaokulu
MARDİN,DARGEÇİT,Secondary School,Ortaokul,Selahaddin Eyyubi İmam Hatip Ortaokulu
KONYA,KARATAY,Secondary School,Ortaokul,Selahaddin Eyyubi İmam Hatip Ortaokulu
BARTIN,MERKEZ,High School,Anadolu Lisesi,Hasankadı Çok Programlı Anadolu Lisesi
MARDİN,DERİK,Secondary School,Ortaokul,Göktaş İmam Hatip Ortaokulu
MARDİN,DARGEÇİT,Secondary School,Ortaokul,Altıyol İmam Hatip Ortaokulu
KAYSERİ,KOCASİNAN,Secondary School,İmam Hatip Ortaokulu,MEHMET AKİF ERSOY İMAM HATİP ORTAOKULU
ŞANLIURFA,HARRAN,Secondary School,İmam Hatip Ortaokulu,ÖNCÜLER İMAM HATİP ORTAOKULU
YOZGAT,AKDAĞMADENİ,Secondary School,Ortaokul,Pazarcık İmam Hatip Ortaokulu
DİYARBAKIR,ERGANİ,High School,İmam Hatip Lisesi,Molla Gürani Anadolu İmam Hatip Lisesi
MARDİN,DERİK,Secondary School,Ortaokul,Pirinçli İmam Hatip Ortaokulu
MARDİN,DERİK,Secondary School,Ortaokul,Derinsu İmam Hatip Ortaokulu
ŞANLIURFA,SİVEREK,Secondary School,Ortaokul,Enver Akıl Karakeçili İmam Hatip Ortaokulu
DÜZCE,ÇİLİMLİ,High School,İmam Hatip Lisesi,Çilimli Anadolu İmam Hatip Lisesi
İSTANBUL,BAHÇELİEVLER,Primary School,İlkokul,15 Temmuz Şehitleri İlkokulu
MUŞ,MALAZGİRT,Secondary School,Ortaokul,Tatargazi İmam Hatip Ortaokulu
MUŞ,MALAZGİRT,Secondary School,Ortaokul,Beşçatak İmam Hatip Ortaokulu
KARS,SELİM,Secondary School,Ortaokul,Eskigazi Abdulhadi Cihangir İmam Hatip Ortaokulu
ÇORUM,BAYAT,Secondary School,Ortaokul,Çamlıgüney İmam Hatip Ortaokulu
MARDİN,DARGEÇİT,Secondary School,Ortaokul,Yoncalı İmam Hatip Ortaokulu
BURSA,ORHANELİ,Secondary School,Ortaokul,Karıncalı İmam Hatip Ortaokulu
ŞANLIURFA,SİVEREK,Primary School,İlkokul,Kayalı İlkokulu
BURDUR,MERKEZ,Secondary School,Ortaokul,Büğdüz İmam Hatip Ortaokulu
ELAZIĞ,MERKEZ,Secondary School,Ortaokul,Şehit Fevzi Katar İmam Hatip Ortaokulu
KÜTAHYA,PAZARLAR,Secondary School,İmam Hatip Ortaokulu,PAZARLAR İMAM HATİP ORTAOKULU
BİNGÖL,GENÇ,Secondary School,Ortaokul,Genç Murat İmam Hatip Ortaokulu
AFYONKARAHİSAR,İSCEHİSAR,High School,Mesleki ve Teknik Anadolu Lisesi,İscehisar Hacı Süleyman Selek Mesleki ve Teknik Anadolu Lisesi
MARDİN,ARTUKLU,Secondary School,Ortaokul,Boztepe Mahmut Can İmam Hatip Ortaokulu
HATAY,İSKENDERUN,Secondary School,Ortaokul,Denizciler İmam Hatip Ortaokulu
BOLU,MUDURNU,Secondary School,İmam Hatip Ortaokulu,TAŞKESTİ İMAM HATİP ORTAOKULU
MUŞ,VARTO,Secondary School,Ortaokul,Karaköy İmam Hatip Ortaokulu
MARDİN,MİDYAT,High School,Anadolu Lisesi,Fatih Anadolu Lisesi
BATMAN,SASON,Primary School,İlkokul,Yukarı Dereköy İlkokulu
BATMAN,SASON,Primary School,İlkokul,Çakırpınar Han İlkokulu
MUŞ,MERKEZ,Secondary School,İmam Hatip Ortaokulu,KARAKUYU İMAM HATİP ORTAOKULU
ŞANLIURFA,EYYÜBİYE,Secondary School,İmam Hatip Ortaokulu,BALIKLIGÖL İMAM HATİP ORTAOKULU
BATMAN,SASON,Primary School,İlkokul,Günlüce İlkokulu
BATMAN,SASON,Primary School,İlkokul,Derince Gençler İlkokulu
BATMAN,SASON,Primary School,İlkokul,Örenağıl Keçiler İlkokulu
BATMAN,SASON,Primary School,İlkokul,Güneşli İlkokulu
MUŞ,MERKEZ,Secondary School,Ortaokul,Mehmet Akif Ersoy İmam Hatip Ortaokulu
ÇORUM,OSMANCIK,Secondary School,Ortaokul,Ahmet Yesevi İmam Hatip Ortaokulu
KAHRAMANMARAŞ,ELBİSTAN,Primary School,İlkokul,Şehit Kemal Özdoğan İlkokulu
TEKİRDAĞ,ÇERKEZKÖY,Secondary School,Ortaokul,Metin Seçkin Ortaokulu
SAKARYA,HENDEK,Secondary School,Ortaokul,Nene Hatun İmam Hatip Ortaokulu
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Veliler İmam Hatip Ortaokulu
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Karacaören İmam Hatip Ortaokulu
MUŞ,MERKEZ,Secondary School,Ortaokul,Bağlar İmam Hatip Ortaokulu
BİNGÖL,SOLHAN,Primary School,İlkokul,Solhan İlkokulu
AFYONKARAHİSAR,İHSANİYE,High School,İmam Hatip Lisesi,Döğer Anadolu İmam Hatip Lisesi
KONYA,ILGIN,Primary School,İlkokul,Toki 15 Temmuz Şehitleri İlkokulu
BOLU,GEREDE,Secondary School,Ortaokul,Gerede Seyit Mithat Dayıoğlu İmam Hatip Ortaokulu
MARDİN,SAVUR,Secondary School,Ortaokul,Üçkavak İmam Hatip Ortaokulu
MUŞ,HASKÖY,Secondary School,Ortaokul,Fatih Sultan Mehmet İmam Hatip Ortaokulu
KARAMAN,MERKEZ,Primary School,İlkokul,İlyas Küçüker İlkokulu
İSTANBUL,GAZİOSMANPAŞA,Secondary School,İmam Hatip Ortaokulu,ŞEHİT ÖĞRETMEN MUSTAFA GÜMÜŞ İMAM HATİP ORTAOKULU
BATMAN,SASON,Primary School,İlkokul,Dörtbölük İlkokulu
BATMAN,SASON,Primary School,İlkokul,Dörtbölük Şangirik İlkokulu
BATMAN,SASON,Primary School,İlkokul,Gürgenli Topluca İlkokulu
BATMAN,SASON,Primary School,İlkokul,Gürgenli Yuvalıçay İlkokulu
BATMAN,SASON,Primary School,İlkokul,Karameşe Çemeşevki İlkokulu
BATMAN,SASON,Primary School,İlkokul,Kaşyayla Gidornik İlkokulu
SAKARYA,AKYAZI,Secondary School,Ortaokul,Pazarköy İmam Hatip Ortaokulu
GİRESUN,GÜCE,Secondary School,Ortaokul,Sarıyar İmam Hatip Ortaokulu
İSTANBUL,BEYKOZ,Secondary School,Ortaokul,Necip Fazıl Kısakürek İmam Hatip Ortaokulu
EDİRNE,ENEZ,Secondary School,Ortaokul,İmam Hatip Ortaokulu
KAYSERİ,MELİKGAZİ,Secondary School,Ortaokul,Sultan Alparslan İmam Hatip Ortaokulu
İSTANBUL,ÜMRANİYE,Secondary School,Ortaokul,Şehit Sevgi Yeşilyurt İmam Hatip Ortaokulu
İSTANBUL,EYÜPSULTAN,Secondary School,Ortaokul,Dede Korkut İmam Hatip Ortaokulu
TEKİRDAĞ,ÇERKEZKÖY,Secondary School,Ortaokul,Fatih Sultan Mehmet İmam Hatip Ortaokulu
MUŞ,MERKEZ,High School,İmam Hatip Lisesi,Nizamülmülk Kız Anadolu İmam Hatip Lisesi
HATAY,DEFNE,High School,Anadolu Lisesi,Türkiye İş Bankası Defne Anadolu Lisesi
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Umutlu İmam Hatip Ortaokulu
VAN,ERCİŞ,Secondary School,Ortaokul,Melike Atman Ortaokulu
ŞANLIURFA,HARRAN,Secondary School,İmam Hatip Ortaokulu,KOYUNLUCA  İMAM HATİP ORTAOKULU
GAZİANTEP,NİZİP,Secondary School,Ortaokul,Adnan Menderes İmam Hatip Ortaokulu
BATMAN,SASON,Primary School,İlkokul,Yuvalar İlkokulu
BATMAN,SASON,Primary School,İlkokul,Kaşyayla Taşyuva İlkokulu
ŞANLIURFA,HARRAN,Secondary School,Ortaokul,Yakınyol İmam Hatip Ortaokulu
BATMAN,SASON,Primary School,İlkokul,Çakırpınar Yukarı Mahalle İlkokulu
KONYA,AKŞEHİR,Secondary School,Ortaokul,Adsız Sedat Sezgin İmam Hatip Ortaokulu
BURSA,OSMANGAZİ,High School,Anadolu Lisesi,Nursel Çağlar Anadolu Lisesi
ŞANLIURFA,SİVEREK,Secondary School,Ortaokul,Bakmaç İmam Hatip Ortaokulu
BATMAN,SASON,Primary School,İlkokul,Kaşyayla Elmapınar İlkokulu
BATMAN,SASON,Primary School,İlkokul,Heybeli Belgazi İlkokulu
BATMAN,SASON,Primary School,İlkokul,Yolüstü Ekinlik İlkokulu
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Hacılar İmam Hatip Ortaokulu
BATMAN,SASON,Primary School,İlkokul,Koçkaya İlkokulu
BATMAN,SASON,Primary School,İlkokul,Yürekli İlkokulu
IĞDIR,MERKEZ,Secondary School,Ortaokul,Gülpınar İmam Hatip Ortaokulu
ÇORUM,BAYAT,Secondary School,Ortaokul,Yoncalı İmam Hatip Ortaokulu
ANKARA,POLATLI,Primary School,İlkokul,Polatlı Şehit Abdullah Erkmen İlkokulu
ADANA,SEYHAN,Primary School,İlkokul,Şehitlik İlkokulu
SİİRT,MERKEZ,High School,İmam Hatip Lisesi,Siirt Milli İrade Kız Anadolu İmam Hatip Lisesi
ŞIRNAK,GÜÇLÜKONAK,Secondary School,Ortaokul,Boyuncuk İmam Hatip Ortaokulu
ŞANLIURFA,BOZOVA,Secondary School,Ortaokul,Hz. Aişe İmam Hatip Ortaokulu
ADIYAMAN,MERKEZ,Secondary School,Ortaokul,Nurettin Topçu İmam Hatip Ortaokulu
BATMAN,MERKEZ,High School,Anadolu Lisesi,Şehit Ömer Halisdemir Anadolu Lisesi
İSTANBUL,BAĞCILAR,Secondary School,Ortaokul,İbrahim Keresteci Ortaokulu
KOCAELİ,ÇAYIROVA,Secondary School,Ortaokul,Yenimahalle İmam Hatip Ortaokulu
KOCAELİ,ÇAYIROVA,Secondary School,Ortaokul,Yenimahalle Ortaokulu
YALOVA,ARMUTLU,High School,İmam Hatip Lisesi,Armutlu Anadolu İmam Hatip Lisesi
MARDİN,ÖMERLİ,Secondary School,İmam Hatip Ortaokulu,ÖMERLİ GAZİ İMAM HATİP ORTAOKULU
MUŞ,MERKEZ,Secondary School,Ortaokul,Konukbekler İmam Hatip Ortaokulu
MUŞ,MERKEZ,Secondary School,Ortaokul,Mevlana İmam Hatip Ortaokulu
GÜMÜŞHANE,KELKİT,Secondary School,Ortaokul,Çamur Şehit Murat Kafkas İmam Hatip Ortaokulu
GAZİANTEP,İSLAHİYE,Primary School,İlkokul,Şehit Yunus Emrah Ateş İlkokulu
ŞIRNAK,SİLOPİ,High School,İmam Hatip Lisesi,Hacı Mehmet Ökten Anadolu İmam Hatip Lisesi
GÜMÜŞHANE,MERKEZ,Secondary School,Ortaokul,Kale İmam Hatip Ortaokulu
KAYSERİ,KOCASİNAN,Secondary School,Ortaokul,Dadaloğlu Şehit Osman Aydın İmam Hatip Ortaokulu
MARDİN,MAZIDAĞI,Secondary School,Ortaokul,Etibakır İmam Hatip Ortaokulu
